input,relations,prefix,gold_relations
"The attacks , in Russia 's Caucasus region , took place in a city that had remained free until now of the worst violence that has stalked southwestern Russia since war began in nearby Chechnya in 1994 , and cast fresh doubts on the Kremlin 's insistence that the region has been stabilizing and returning to its control .","[['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya']]",NYT,"[['Chechnya', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Chechnya', 'LOC_COUNTRY', 'Russia']]"
"It reminded me of small churches by two great architects : Peter Zumthor 's fish-shaped chapel on a hilltop near Chur , Switzerland , and Tadao Ando 's Church of Light , in Osaka .","[['Peter Zumthor', 'PEO_NATIONALITY', 'Switzerland']]",NYT,"[['Tadao Ando', 'PEO_PLACE_OF_BIRTH', 'Osaka'], ['Peter Zumthor', 'PEO_NATIONALITY', 'Switzerland']]"
"The system for processing , interrogating and detaining prisoners at Abu Ghraib and elsewhere in Iraq was dangerously out of control , and the command structure responsible for it had collapsed .","[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]"
"They are making a big deal out of nothing , '' said Mario Costagliola , who retired as an Army colonel last month after serving as the operations officer for the 42nd Infantry Division in Tikrit , Iraq .","[['Iraq', 'LOC_CONTAINS', 'Tikrit']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Tikrit']]"
"Moreover , it is wrong to validate the Sudanese Army by ordering it to uphold Sudan 's sovereignty when it has joined the janjaweed militia in terrorizing the Darfur civilians .","[['Sudan', 'LOC_CONTAINS', 'Darfur']]",NYT,"[['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]"
"Moreover , it is wrong to validate the Sudanese Army by ordering it to uphold Sudan 's sovereignty when it has joined the janjaweed militia in terrorizing the Darfur civilians .","[['Sudan', 'LOC_CONTAINS', 'Darfur']]",NYT,"[['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]"
"Moreover , it is wrong to validate the Sudanese Army by ordering it to uphold Sudan 's sovereignty when it has joined the janjaweed militia in terrorizing the Darfur civilians .","[['Sudan', 'LOC_CONTAINS', 'Darfur']]",NYT,"[['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]"
"In 1946 he lived in Locust Valley , New York , and was an officer at the Bank of New York .","[['New York', 'LOC_CONTAINS', 'Locust Valley']]",NYT,"[['New York', 'LOC_CONTAINS', 'Locust Valley']]"
"of Gates Mills , Ohio , died of complications from emphysema Saturday , August 13 , 2005 .","[['Ohio', 'LOC_CONTAINS', 'Gates Mills']]",NYT,"[['Ohio', 'LOC_CONTAINS', 'Gates Mills']]"
The tests are sure to anger China -- which expended considerable diplomatic prestige in pressing the North not to go ahead with the launching and to rejoin the six-nation talks -- and raise doubts anew about the real extent of Beijing 's influence on Pyongyang .,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China']]"
The tests are sure to anger China -- which expended considerable diplomatic prestige in pressing the North not to go ahead with the launching and to rejoin the six-nation talks -- and raise doubts anew about the real extent of Beijing 's influence on Pyongyang .,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China']]"
The tests are sure to anger China -- which expended considerable diplomatic prestige in pressing the North not to go ahead with the launching and to rejoin the six-nation talks -- and raise doubts anew about the real extent of Beijing 's influence on Pyongyang .,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China']]"
The tests are sure to anger China -- which expended considerable diplomatic prestige in pressing the North not to go ahead with the launching and to rejoin the six-nation talks -- and raise doubts anew about the real extent of Beijing 's influence on Pyongyang .,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China']]"
That design was chosen by Taiwan for a 210-mile-per-hour train inaugurated last year from Taipei to the southern port of Kaoshiung .,"[['Taiwan', 'LOC_CONTAINS', 'Taipei']]",NYT,"[['Taiwan', 'LOC_CONTAINS', 'Taipei']]"
"And he was the first four-star general to warn that the rise of sectarian violence in Iraq , after the mosque bombing in Samarra in February , had replaced terrorism and Sunni insurgents as the greatest security challenges there , telling Congress that Iraq risked sliding toward civil war .","[['Iraq', 'LOC_CONTAINS', 'Samarra']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Samarra'], ['Iraq', 'LOC_CONTAINS', 'Samarra']]"
"And he was the first four-star general to warn that the rise of sectarian violence in Iraq , after the mosque bombing in Samarra in February , had replaced terrorism and Sunni insurgents as the greatest security challenges there , telling Congress that Iraq risked sliding toward civil war .","[['Iraq', 'LOC_CONTAINS', 'Samarra'], ['Iraq', 'LOC_CONTAINS', 'Samarra']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Samarra'], ['Iraq', 'LOC_CONTAINS', 'Samarra']]"
"Ms. Rivadineira left her home in Cochabamba , Bolivia , to see her only grandchild after the girl 's mother , Monica Lozada-Rivadineira , was found dead in a Pennsylvania landfill .","[['Bolivia', 'LOC_CONTAINS', 'Cochabamba']]",NYT,"[['Bolivia', 'LOC_CONTAINS', 'Cochabamba']]"
"After a break , he returned to Iraq , this time setting up shop in Basra .","[['Iraq', 'LOC_CONTAINS', 'Basra']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Basra']]"
"For instance , Mr. Gaines writes of Manhattan 's Upper West Side that '' it 's guerrilla theater on every block '' and that there are '' dramatic displays of wealth and poverty everywhere , including many homeless and emotionally ill people on the streets , '' a description that might have been apt a decade or two ago but that hardly applies to this willfully yuppified neighborhood today .","[['Manhattan', 'LOC_CONTAINS', 'Upper West Side']]",NYT,"[['Upper West Side', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Manhattan', 'LOC_CONTAINS', 'Upper West Side']]"
"Bernard Adolf Schriever was born in Bremen , Germany , on Sept. 10 , 1910 .","[['Germany', 'LOC_CONTAINS', 'Bremen']]",NYT,"[['Germany', 'LOC_CONTAINS', 'Bremen']]"
"On Monday , the Center for Democracy and Technology , a digital rights policy group based in Washington , filed a formal complaint with the Federal Trade Commission against one of the largest makers of Internet advertising software , 180solutions Inc. , based in Bellevue , Wash , citing illegal and deceptive trade practices .","[['Washington', 'LOC_CONTAINS', 'Bellevue']]",NYT,"[['Washington', 'LOC_CONTAINS', 'Bellevue']]"
"Still , skywalks and tunnels have become crucial arteries of city life in cold-weather places like Fargo , N.D. , and Minneapolis , St. Paul and Rochester in Minnesota .","[['Minnesota', 'LOC_CONTAINS', 'Minneapolis']]",NYT,"[['Minnesota', 'LOC_CONTAINS', 'Minneapolis']]"
Warren E. Buffett Turns Toon Warren E. Buffett is listed by Forbes.com as second in wealth only to Bill Gates of Microsoft .,"[['Bill Gates', 'BUS_COMPANY', 'Microsoft']]",NYT,"[['Microsoft', 'BUS_FOUNDERS', 'Bill Gates'], ['Bill Gates', 'BUS_COMPANY', 'Microsoft']]"
INTERNATIONAL 3-21 Desperation in Darfur Camps Fear is mounting in refugee camps in the Darfur region of Sudan as it grows more likely that African Union peacekeepers will leave or be ejected .,"[['Sudan', 'LOC_CONTAINS', 'Darfur']]",NYT,"[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]"
INTERNATIONAL 3-21 Desperation in Darfur Camps Fear is mounting in refugee camps in the Darfur region of Sudan as it grows more likely that African Union peacekeepers will leave or be ejected .,"[['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]",NYT,"[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur']]"
"Aug. 2 : Urumqi-Beijing Train After arriving in Urumqi , China , from Kyrgyzstan -LRB- $ 199 on China Southern Airways -RRB- , I could have flown to Beijing for an extra $ 75 .","[['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"Aug. 2 : Urumqi-Beijing Train After arriving in Urumqi , China , from Kyrgyzstan -LRB- $ 199 on China Southern Airways -RRB- , I could have flown to Beijing for an extra $ 75 .","[['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"Aug. 2 : Urumqi-Beijing Train After arriving in Urumqi , China , from Kyrgyzstan -LRB- $ 199 on China Southern Airways -RRB- , I could have flown to Beijing for an extra $ 75 .","[['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"Aug. 2 : Urumqi-Beijing Train After arriving in Urumqi , China , from Kyrgyzstan -LRB- $ 199 on China Southern Airways -RRB- , I could have flown to Beijing for an extra $ 75 .","[['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"The ads are being produced by Bill Hillsman , who ran the ad campaign for Jesse Ventura , the wrestler who became governor of Minnesota .","[['Jesse Ventura', 'PEO_PLACE_LIVED', 'Minnesota']]",NYT,"[['Jesse Ventura', 'PEO_PLACE_LIVED', 'Minnesota']]"
"Mr. Maliki 's visit occurred against a backdrop of increasing accusations from the American ambassador in Baghdad , Zalmay Khalilzad , and American military commanders that elements in Iran are stoking violence in Iraq .","[['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]"
"Before he was sent to Baghdad , officials at the State Department asked the Justice Department whether the investigation posed any impediment to his assignment in Iraq , someone who has been officially briefed said .","[['Iraq', 'LOC_CAPITAL', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]"
"Before he was sent to Baghdad , officials at the State Department asked the Justice Department whether the investigation posed any impediment to his assignment in Iraq , someone who has been officially briefed said .","[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]"
"Environmentalists also suggested that Gov. Mitt Romney of Massachusetts , who is expected to run for the Republican nomination for president in 2008 , withdrew to distance himself from potential rivals , including Mr. Pataki .","[['Mitt Romney', 'PEO_PLACE_LIVED', 'Massachusetts']]",NYT,"[['Mitt Romney', 'PEO_PLACE_LIVED', 'Massachusetts']]"
"Astana-W urth , based in Spain , has been involved in a doping investigation that has jarred the sport since the Spanish authorities raided several apartments in Madrid and seized performance-enhancing drugs last month .","[['Spain', 'LOC_CONTAINS', 'Madrid']]",NYT,"[['Spain', 'LOC_CONTAINS', 'Madrid'], ['Spain', 'LOC_CAPITAL', 'Madrid']]"
"Astana-W urth , based in Spain , has been involved in a doping investigation that has jarred the sport since the Spanish authorities raided several apartments in Madrid and seized performance-enhancing drugs last month .","[['Spain', 'LOC_CONTAINS', 'Madrid']]",NYT,"[['Spain', 'LOC_CONTAINS', 'Madrid'], ['Spain', 'LOC_CAPITAL', 'Madrid']]"
"The band playing is SPOON , the long-running Austin , Tex. , indie-rock band led by Britt Daniel , whose neat , elegant songs somehow evoke bigger , messier bands of decades past .","[['Britt Daniel', 'PEO_PLACE_LIVED', 'Austin']]",NYT,"[['Britt Daniel', 'PEO_PLACE_LIVED', 'Austin']]"
"In Beijing , an American official praised China 's diplomatic efforts and called for a unified response to North Korea 's missile tests , but it was clear that fissures between the main Asian powers had overshadowed any common stance that might put pressure on North Korea .","[['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_CONTAINS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]"
"In Beijing , an American official praised China 's diplomatic efforts and called for a unified response to North Korea 's missile tests , but it was clear that fissures between the main Asian powers had overshadowed any common stance that might put pressure on North Korea .","[['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_CONTAINS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]"
"In Beijing , an American official praised China 's diplomatic efforts and called for a unified response to North Korea 's missile tests , but it was clear that fissures between the main Asian powers had overshadowed any common stance that might put pressure on North Korea .","[['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['China', 'LOC_CONTAINS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]"
"In Beijing , an American official praised China 's diplomatic efforts and called for a unified response to North Korea 's missile tests , but it was clear that fissures between the main Asian powers had overshadowed any common stance that might put pressure on North Korea .","[['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]",NYT,"[['China', 'LOC_CONTAINS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]"
"Instead of heading for a beach in Hawaii , as many Californians do , Mr. Huang , 32 , spent the last two weeks of July building homes in Galle , Sri Lanka , for victims of the December 2004 tsunami , through a program sponsored by Global Crossroad . ''","[['Sri Lanka', 'LOC_CONTAINS', 'Galle']]",NYT,"[['Sri Lanka', 'LOC_CONTAINS', 'Galle']]"
"Born in Montreal , Canada on January 28 , 1915 to George Bullock Galbraith of Glasgow , Scotland and Rose Boyle Galbraith of Chester , England , she had been a longtime resident of the Palm Beach area coming from Rye , NY .","[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal']]",NYT,"[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow'], ['Montreal', 'LOC_COUNTRY', 'Canada']]"
"Born in Montreal , Canada on January 28 , 1915 to George Bullock Galbraith of Glasgow , Scotland and Rose Boyle Galbraith of Chester , England , she had been a longtime resident of the Palm Beach area coming from Rye , NY .","[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal']]",NYT,"[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow'], ['Montreal', 'LOC_COUNTRY', 'Canada']]"
"Born in Montreal , Canada on January 28 , 1915 to George Bullock Galbraith of Glasgow , Scotland and Rose Boyle Galbraith of Chester , England , she had been a longtime resident of the Palm Beach area coming from Rye , NY .","[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow']]",NYT,"[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow'], ['Montreal', 'LOC_COUNTRY', 'Canada']]"
"Born in Montreal , Canada on January 28 , 1915 to George Bullock Galbraith of Glasgow , Scotland and Rose Boyle Galbraith of Chester , England , she had been a longtime resident of the Palm Beach area coming from Rye , NY .","[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow'], ['Montreal', 'LOC_COUNTRY', 'Canada']]",NYT,"[['Canada', 'LOC_ADMIN_DIVISIONS', 'Montreal'], ['Canada', 'LOC_CONTAINS', 'Montreal'], ['Scotland', 'LOC_CONTAINS', 'Glasgow'], ['Montreal', 'LOC_COUNTRY', 'Canada']]"
"After graduating in 1962 , she continued her studies in Lausanne , Switzerland .","[['Switzerland', 'LOC_CONTAINS', 'Lausanne']]",NYT,"[['Switzerland', 'LOC_CONTAINS', 'Lausanne']]"
"Walking Tours New York City STREET SMARTS N.Y. Sunday at 2 p.m. , '' Crimes of Old New York , '' meeting at the Museum of the American Indian , 1 Bowling Green , Lower Manhattan .","[['New York City', 'LOC_CONTAINS', 'Lower Manhattan']]",NYT,"[['Lower Manhattan', 'LOC_NEIGHBORHOOD', 'New York City'], ['New York City', 'LOC_CONTAINS', 'Lower Manhattan']]"
"She was a thoroughly trained musician , having studied the piano and viola when she was a voice major on scholarship at the Curtis Institute of Music in Philadelphia .","[['Philadelphia', 'LOC_CONTAINS', 'Curtis Institute of Music']]",NYT,"[['Philadelphia', 'LOC_CONTAINS', 'Curtis Institute of Music']]"
"Among famous residents was the comedian Lou Costello , whose radio signoff was '' Good night to everybody in Paterson , N.J. '' A life-size statue of Costello adorns a square on Cianci Street , in the Italian neighborhood where he grew up .","[['Lou Costello', 'PEO_PLACE_LIVED', 'Paterson']]",NYT,"[['Lou Costello', 'PEO_PLACE_LIVED', 'Paterson'], ['Lou Costello', 'PEO_PLACE_OF_BIRTH', 'Paterson']]"
"Among famous residents was the comedian Lou Costello , whose radio signoff was '' Good night to everybody in Paterson , N.J. '' A life-size statue of Costello adorns a square on Cianci Street , in the Italian neighborhood where he grew up .","[['Lou Costello', 'PEO_PLACE_LIVED', 'Paterson'], ['Lou Costello', 'PEO_PLACE_OF_BIRTH', 'Paterson']]",NYT,"[['Lou Costello', 'PEO_PLACE_LIVED', 'Paterson'], ['Lou Costello', 'PEO_PLACE_OF_BIRTH', 'Paterson']]"
"Mr. Warner , whose term as chairman expires at the end of the year , said he hoped his committee would be able to hold hearings in November on policy options recommended by an independent panel , led by former Representative Lee H. Hamilton of Indiana and former Secretary of State James A. Baker III .","[['Lee H. Hamilton', 'PEO_PLACE_LIVED', 'Indiana']]",NYT,"[['Lee H. Hamilton', 'PEO_PLACE_LIVED', 'Indiana']]"
"In the case of '' Perela , '' for instance , after performances in Montpellier , France , followed its Paris opening , it has not again been staged .","[['France', 'LOC_CONTAINS', 'Paris']]",NYT,"[['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['France', 'LOC_CONTAINS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_CONTAINS', 'Montpellier']]"
"In the case of '' Perela , '' for instance , after performances in Montpellier , France , followed its Paris opening , it has not again been staged .","[['France', 'LOC_CONTAINS', 'Paris']]",NYT,"[['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['France', 'LOC_CONTAINS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_CONTAINS', 'Montpellier']]"
"In the case of '' Perela , '' for instance , after performances in Montpellier , France , followed its Paris opening , it has not again been staged .","[['France', 'LOC_CONTAINS', 'Paris']]",NYT,"[['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['France', 'LOC_CONTAINS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_CONTAINS', 'Montpellier']]"
"In the case of '' Perela , '' for instance , after performances in Montpellier , France , followed its Paris opening , it has not again been staged .","[['France', 'LOC_CONTAINS', 'Paris'], ['France', 'LOC_CONTAINS', 'Montpellier']]",NYT,"[['France', 'LOC_ADMIN_DIVISIONS', 'Paris'], ['France', 'LOC_CONTAINS', 'Paris'], ['Paris', 'LOC_COUNTRY', 'France'], ['France', 'LOC_CAPITAL', 'Paris'], ['France', 'LOC_CONTAINS', 'Montpellier']]"
"Thus , the authors relate the experience of day-care centers in Haifa , Israel , that tried to discourage parents from picking up their children late by charging offenders the equivalent of a $ 3 penalty .","[['Israel', 'LOC_CONTAINS', 'Haifa']]",NYT,"[['Israel', 'LOC_CONTAINS', 'Haifa']]"
"Sweden , with a top goaltender , Henrik Lundqvist , could also contend .","[['Henrik Lundqvist', 'PEO_NATIONALITY', 'Sweden']]",NYT,"[['Henrik Lundqvist', 'PEO_NATIONALITY', 'Sweden']]"
"About the same time , some people in Alaska suggested doing the same thing with their share of the transportation bill , particularly $ 223 million to build a bridge from the city of Ketchikan to an island with barely 50 people .","[['Alaska', 'LOC_CONTAINS', 'Ketchikan']]",NYT,"[['Alaska', 'LOC_CONTAINS', 'Ketchikan']]"
"On the ground , however , the military 's plan for police units that could help restore order in Iraq would be no match for the forces tearing at the country in places like Basra and Baghdad .","[['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Basra'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"On the ground , however , the military 's plan for police units that could help restore order in Iraq would be no match for the forces tearing at the country in places like Basra and Baghdad .","[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Basra']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Basra'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
