input,explanations,gold_relations
"TEXT: Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",Explanation: Brent and his family live in Fresno.</s>,"[['Brent', 'Live_In', 'Fresno']]"
"TEXT: Andrews Lock and Dam , Henry County , Ala. ;","Explanation: Andrews Lock and Dam is located in Henry County, Ala. and Henry County is located in Ala..</s>","[['Andrews Lock and Dam', 'Located_In', 'Henry County'], ['Andrews Lock and Dam', 'Located_In', 'Ala.'], ['Henry County', 'Located_In', 'Ala.']]"
"TEXT: Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",Explanation: Booth was the one who successfully shot Lincoln on April 14.</s>,"[['Booth', 'Kill', 'Lincoln']]"
"TEXT: NIAGARA FALLS , N.Y .",Explanation: NIAGARA FALLS is a place located in N.Y..</s>,"[['NIAGARA FALLS', 'Located_In', 'N.Y .']]"
"TEXT: BRUSSELS , Belgium ( AP )","Explanation: City of BRUSSELS is located in Belgium and AP is an organization based in BRUSSELS, Belgium.</s>","[['BRUSSELS', 'Located_In', 'Belgium'], ['AP', 'OrgBased_In', 'BRUSSELS'], ['AP', 'OrgBased_In', 'Belgium']]"
TEXT: Kiev PRAVDA UKRAINY,Explanation: PRAVDA UKRAINY is an organization based in Kiev.</s>,"[['PRAVDA UKRAINY', 'OrgBased_In', 'Kiev']]"
"TEXT: In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.","Explanation: Buffalo Bill Cody was born near Davenport, Iowa, hence he lived in Davenport, Iowa.</s>","[['Buffalo Bill', 'Live_In', 'Davenport , Iowa.'], ['Cody', 'Live_In', 'Davenport , Iowa.']]"
"TEXT: DAYTON , Ohio ( AP )",Explanation: DAYTON is a place located in Ohio.</s>,"[['DAYTON', 'Located_In', 'Ohio']]"
"TEXT: FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",Explanation: Allan McArtor is the Administrator of the FAA (Federal Aviation Administration).</s>,"[['Allan McArtor', 'Work_For', 'FAA']]"
"TEXT: On Dec. 14 , rescuers pulled a mother , Susanna Petrosyan , and her 4-year-old daughter , Gayaney , out of the rubble in Leninakan .","Explanation: Susanna Petrosyan and her daughter Gayaney were pulled out of the rubble in Leninakan, thus we can deduce that they both lived in Leninakan.</s>","[['Susanna Petrosyan', 'Live_In', 'Leninakan'], ['Gayaney', 'Live_In', 'Leninakan']]"
"TEXT: Sirhan , a Christian Arab , was sentenced to death for Kennedy 's murder but was spared from gas chamber after California 's death penalty law was overturned in 1972 .",Explanation: Sirhan was sentenced to death for Kennedy's murder.</s>,"[['Sirhan', 'Kill', 'Kennedy']]"
TEXT: An outraged President Bush is weighing U.S. options for responding to the ` ` brutal and tragic ' ' murder of Marine Lt. William Higgins while ruling out negotiations with Lebanese terrorists threatening to kill more hostages.,"Explanation: President Bush is the President of the United States, and therefore lives in the U.S..</s>","[['Bush', 'Live_In', 'U.S.']]"
"TEXT: In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",Explanation: Leon Czolgosz was the assassin of President William McKinley.</s>,"[['Leon Czolgosz', 'Kill', 'President William McKinley']]"
"TEXT: Genetic material could disclose whether Lincoln was afflicted with an inherited disease called Marfan syndrome , as some experts suspect from indirect evidence , which could have taken his life at any time , even if John Wilkes Booth had not assassinated him at Ford 's Theater on April 14 , 1865. ;","Explanation: John Wilkes Booth assassinated Lincoln at Ford's Theater on April 14, 1865.</s>","[['John Wilkes Booth', 'Kill', 'Lincoln']]"
"TEXT: ( Text ) Diego Fernandez de Cevallos is reportedly ahead of Ernesto Zedillo , candidate of the Institutional Revolutionary Party ( PRI ) by only 5 percent of the vote in the race for the Presidency of the republic , according to two recent polls , one conducted by the Opinion Research Center ( CEO ) and the University of Guadalajara and the other by the Indemerc-Louis Harris Firm .",Explanation: Ernesto Zedillo is a candidate of the Institutional Revolutionary Party (PRI).</s>,"[['Ernesto Zedillo', 'Work_For', 'Institutional Revolutionary Party']]"
TEXT: Palestine Liberation Organization chairman Yasser Arafat addressed a league committee and berated Arab colleagues for reneging on their promise of aid to the people of the Israeli occupied West Bank and Gaza Strip .,Explanation: Yasser Arafat is the chairman of the Palestine Liberation Organization.</s>,"[['Yasser Arafat', 'Work_For', 'Palestine Liberation Organization']]"
"TEXT: Other power lines brought down by high winds caused outages that affected about 6 , 000 homes and businesses served by Southern California Edison in Los Angeles and Orange counties , said Edison spokesman Kevin Kelly .",Explanation: Kevin Kelly is a spokesman for both Southern California Edison and Edison.</s>,"[['Kevin Kelly', 'Work_For', 'Southern California Edison'], ['Kevin Kelly', 'Work_For', 'Edison']]"
"TEXT: On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.","Explanation: Doug Beldon is an FBI spokesman from Albuquerque, N.M., and the FBI has its laboratory and identification division in Washington. It can be deduced that Albuquerque is located in N.M..</s>","[['FBI', 'OrgBased_In', 'Washington.'], ['Doug Beldon', 'Work_For', 'FBI'], ['Doug Beldon', 'Live_In', 'Albuquerque'], ['Doug Beldon', 'Live_In', 'N.M.'], ['Albuquerque', 'Located_In', 'N.M.']]"
"TEXT: With exhilaration tempered by ` ` this deficit looming over everything , ' ' Bush takes office at noon Friday , convinced there is neither a need nor a mandate for dramatic change to put his imprint on the White House .","Explanation: Bush takes office at noon Friday and is convinced there is neither a need nor a mandate for dramatic change to put his imprint on the White House, thus we can understand that Bush lives in the White House.</s>","[['Bush', 'Live_In', 'White House']]"
"TEXT: Yugoslavia recalled its ambassador to the United States because he was unable to stop Congress from accusing Yugoslavia of human rights abuses , a newspaper said Tuesday.",Explanation: Congress is an organization based in the United States.</s>,"[['Congress', 'OrgBased_In', 'United States']]"
"TEXT: Among the enterprises that consume large amounts of energy , 25 have exceeded quotas -- among them the rope and thread factory ; the Martires leather factory in Caguasu ; the meat complex ; the metal-tooling factory ; and the Cuba Libre , Juan Avila , Reinol Garcia , Mexico , and Jovellanos Farming Complexes .",Explanation: The Martires leather factory is an organization based in Caguasu.</s>,"[['Martires leather factory', 'OrgBased_In', 'Caguasu']]"
"TEXT: ( Text ) Cairo , 2 May ( MENA ) --President Husni Mubarak has stressed that Egypt made tremendous efforts to help achieve the signing next Wednesday of an agreement on the implementation of the Palestinian-Israeli Declaration of Principles .",Explanation: Husni Mubarak is the President of Egypt and therefore he lives in Cairo.</s>,"[['Husni Mubarak', 'Live_In', 'Cairo']]"
"TEXT: ( Article by Nick Rufford , Far East correspondent )","Explanation: Nick Rufford is the Far East correspondent, thus he lives in the Far East.</s>","[['Nick Rufford', 'Live_In', 'Far East']]"
"TEXT: Larry Sturholm , 46 , was a feature reporter for KIRO Television.",Explanation: Larry Sturholm was a feature reporter for KIRO Television.</s>,"[['Larry Sturholm', 'Work_For', 'KIRO Television.']]"
"TEXT: Venezuela 's chief debt negotiator , Miguel Rodriguez , told reporters Monday that his country would seek at least a 50 percent reduction of its debt , beyond Mexico 's gains in negotiations with its bank creditors.","Explanation: Miguel Rodriguez is Venezuela's chief debt negotiator, so it can be assumed that he lives in Venezuela.</s>","[['Miguel Rodriguez', 'Live_In', 'Venezuela']]"
"TEXT: Use of the right ranged from an estimate of 40 percent to 60 percent in St. Louis County in northeastern Minnesota to only seven or eight times in Hennepin County , which has nearly 1 million residents and almost one-fourth of the state 's population.",Explanation: St. Louis County is located in northeastern Minnesota.</s>,"[['St. Louis County', 'Located_In', 'Minnesota']]"
"TEXT: Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","Explanation: Mr Kim is from South Korea, so he must live in the country.</s>","[['Mr Kim', 'Live_In', 'South Korea']]"
"TEXT: In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .","Explanation: Dr. Lee DeForest was born in Council Bluffs, Iowa, so he lived in Council Bluffs, Iowa.</s>","[['Dr. Lee DeForest', 'Live_In', 'Council Bluffs , Iowa']]"
"TEXT: Philadelphia Museum of Art : "" Perpetual Motif : The Art of Man Ray "" -- More than 250 paintings , collages , drawings , photographs , objects and films commemorate the centennial of the artist 's birth in Philadelphia .","Explanation: Man Ray was born in Philadelphia, thus it can be assumed that he lived in Philadelphia.</s>","[['Man Ray', 'Live_In', 'Philadelphia']]"
"TEXT: BLYTHE , Calif .",Explanation: BLYTHE is a place located in Calif..</s>,"[['BLYTHE', 'Located_In', 'Calif .']]"
"TEXT: The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",Explanation: Avis Bourg Co. is an organization based in Folsom.</s>,"[['Avis Bourg Co.', 'OrgBased_In', 'Folsom']]"
"TEXT: The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Explanation: Camas is a place located in Wash., Chris Jonientz-Trisler works for the University of Washington Seismology Lab., which is an organization based in Wash..</s>","[['Camas', 'Located_In', 'Wash.'], ['Chris Jonientz-Trisler', 'Work_For', 'University of Washington Seismology Lab.'], ['University of Washington Seismology Lab.', 'OrgBased_In', 'Wash.']]"
"TEXT: He was one of the first to use color in appliances , first out of boredom with black and white and later out of disgust with what he calls "" that rash of avocado green business in the '50s . "" ; Many consider him the Frank Lloyd Wright of industrial design , not surprising since both men were born and raised in Wisconsin and did perhaps their most important work in the Midwest. ;",Explanation: Frank Lloyd Wright was born and raised in Wisconsin and did some of his most important work in the Midwest.</s>,"[['Frank Lloyd Wright', 'Live_In', 'Wisconsin']]"
"TEXT: The seven-day average yield on money market mutual funds fell in the week ended Tuesday to 8.28 percent from 8.39 percent the previous week , according to Donoghue 's Money Fund Report , a trade journal based in Holliston , Mass .","Explanation: Donoghue's Money Fund Report is a trade journal based in Holliston, Mass., so we can deduce that Holliston is located in Mass.</s>","[['Holliston', 'Located_In', 'Mass']]"
TEXT: Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Explanation: Gyandzha and Shamkhor are located in Azerbaijan and the Soviet Union. Azerbaijan is also located in the Soviet Union.</s>,"[['Gyandzha', 'Located_In', 'Azerbaijan'], ['Gyandzha', 'Located_In', 'Soviet'], ['Shamkhor', 'Located_In', 'Azerbaijan'], ['Shamkhor', 'Located_In', 'Soviet'], ['Azerbaijan', 'Located_In', 'Soviet']]"
"TEXT: WARSAW , Poland ( AP )","Explanation: City of WARSAW is located in Poland and AP is an organization based in WARSAW, Poland.</s>","[['WARSAW', 'Located_In', 'Poland'], ['AP', 'OrgBased_In', 'WARSAW'], ['AP', 'OrgBased_In', 'Poland']]"
TEXT: U.S. Bankruptcy Judge Harold Abramson said creditors in the bankruptcy case of William Herbert and Nancy Hunt can submit suggestions on how the Hunts should repay their debts.,"Explanation: Harold Abramson is a U.S. Bankruptcy Judge, suggesting he lives in the United States.</s>","[['Harold Abramson', 'Live_In', 'U.S.']]"
"TEXT: As a young girl in western New York , Lucille Ball hawked hot dogs and popcorn at an amusement park as she dreamed of starring in movies , hometown friends recalled .",Explanation: Lucille Ball was a young girl living in western New York.</s>,"[['Lucille Ball', 'Live_In', 'New York']]"
"TEXT: Fire crews have ` ` just been holding their own so the lower temperatures are really going to help things out , ' ' Boise National Forest spokeswoman Lynette Davis said.",Explanation: Lynette Davis is a spokeswoman for the Boise National Forest.</s>,"[['Lynette Davis', 'Work_For', 'Boise National Forest']]"
"TEXT: In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","Explanation: Calvin Coolidge was born in Plymouth, Vt., and therefore lived in Plymouth, Vt..</s>","[['Calvin Coolidge', 'Live_In', 'Plymouth , Vt']]"
TEXT: WS2204094594 Kiev UT-1 Television Network in Ukrainian 0500 GMT 22 Apr 94,Explanation: UT-1 Television Network is an organization based in Kiev.</s>,"[['UT-1 Television Network', 'OrgBased_In', 'Kiev']]"
